CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0215,Male,0,Yes,Yes,49,Yes,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),24.1,1191.77,No
CUST0216,Male,1,No,Yes,43,Yes,Yes,Fiber optic,No,No,Two year,Yes,Mailed check,81.07,3523.63,No
CUST0217,Female,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,96.24,3503.02,No
CUST0218,Male,1,No,No,58,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,74.79,4298.67,Yes
CUST0219,Female,0,No,No,13,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),105.17,1360.05,Yes
CUST0220,Male,0,Yes,Yes,52,Yes,No,DSL,No,Yes,One year,No,Credit card (automatic),48.61,2524.19,No
CUST0221,Male,1,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.63,4550.3,No
CUST0222,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,One year,Yes,Credit card (automatic),97.76,3146.12,Yes
CUST0223,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,94.11,5637.32,Yes
CUST0224,Female,0,Yes,No,58,No,No phone service,DSL,Yes,No,Month-to-month,No,Mailed check,70.44,4038.13,No
CUST0225,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.27,1701.66,No
CUST0226,Female,1,Yes,No,28,Yes,No,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),86.36,2377.69,Yes
CUST0227,Male,0,No,Yes,1,Yes,Yes,DSL,Yes,No,Month-to-month,No,Mailed check,63.39,96.83,Yes
CUST0228,Female,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,95.55,4038.35,No
CUST0229,Male,0,No,Yes,48,No,No phone service,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),91.29,4377.97,No
CUST0230,Male,0,No,No,40,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.53,1174.12,No
CUST0231,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,100.32,6359.89,No
CUST0232,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),34.86,118.29,Yes
CUST0233,Female,0,No,Yes,38,Yes,No,DSL,Yes,No,Month-to-month,Yes,Electronic check,64.32,2419.06,No
CUST0234,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,One year,Yes,Electronic check,83.37,2294.91,No
CUST0235,Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,Two year,No,Mailed check,20.82,218.3,No
CUST0236,Female,1,No,No,16,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,21.47,375.58,Yes
CUST0237,Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,One year,No,Electronic check,102.89,5731.36,No
CUST0238,Female,0,Yes,No,31,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),33.59,1005.62,Yes
CUST0239,Male,0,Yes,No,14,Yes,No,DSL,Yes,Yes,Month-to-month,No,Mailed check,58.48,771.32,Yes
CUST0240,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.06,500.2,Yes
CUST0241,Female,0,No,No,34,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Electronic check,45.04,1558.78,No
CUST0242,Male,0,No,Yes,67,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,61.8,4114.6,No
CUST0243,Female,0,No,Yes,24,Yes,Yes,DSL,No,No,Month-to-month,Yes,Credit card (automatic),62.72,1528.19,No
CUST0244,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,One year,No,Bank transfer (automatic),103.44,2664.63,No
CUST0245,Male,0,Yes,No,20,Yes,No,DSL,No,No,Two year,Yes,Credit card (automatic),55.84,1106.33,No
CUST0246,Female,1,No,No,64,Yes,No,DSL,No,Yes,Month-to-month,Yes,Credit card (automatic),56.82,3684.8,Yes
CUST0247,Male,0,Yes,No,10,Yes,No,DSL,No,Yes,One year,Yes,Mailed check,51.05,484.98,No
CUST0248,Male,0,Yes,Yes,67,Yes,No,DSL,No,No,Two year,Yes,Electronic check,47.12,3144.68,Yes
CUST0249,Male,1,No,No,24,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Credit card (automatic),103.67,2468.19,No
CUST0250,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),101.56,468.76,Yes
CUST0251,Female,0,No,No,67,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer (automatic),83.21,5574.06,No
CUST0252,Male,1,Yes,No,58,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),91.43,5290.81,No
CUST0253,Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.58,710.15,Yes
CUST0254,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,One year,Yes,Mailed check,91.54,1404.86,No
CUST0255,Male,0,No,No,35,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),58.31,2045.27,No
CUST0256,Male,0,No,Yes,53,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Credit card (automatic),92.12,4835.58,No
CUST0257,Male,0,No,No,44,Yes,Yes,DSL,No,Yes,One year,No,Bank transfer (automatic),71.88,3174.61,No
CUST0258,Female,0,No,No,26,Yes,No,DSL,No,No,Two year,Yes,Electronic check,70.85,1797.64,No
CUST0259,Female,1,Yes,No,47,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,89.94,4238.82,No
CUST0260,Male,0,No,Yes,34,Yes,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,19.6,684.9,No
CUST0261,Male,0,Yes,Yes,50,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,47.7,2354.78,No
CUST0262,Female,0,No,Yes,12,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Credit card (automatic),53.6,675.13,No
CUST0263,Male,0,Yes,No,4,Yes,No,DSL,No,Yes,Month-to-month,Yes,Electronic check,74.17,337.79,No
CUST0264,Male,0,No,No,48,Yes,Yes,No,No internet service,No internet service,One year,No,Electronic check,30.8,1509.71,No
CUST0265,Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Two year,No,Electronic check,77.42,4238.61,No
CUST0266,Female,0,Yes,No,1,No,No phone service,DSL,No,No,Month-to-month,No,Bank transfer (automatic),71.66,80.32,Yes
CUST0267,Female,0,No,No,66,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,86.21,5731.34,Yes
CUST0268,Female,1,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,104.9,3129.07,Yes
CUST0269,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,90.99,304.97,No
CUST0270,Male,0,Yes,No,21,Yes,No,DSL,No,No,Month-to-month,No,Electronic check,70.49,1431.24,No
CUST0271,Female,0,Yes,Yes,49,No,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.76,1163.6,Yes
CUST0272,Female,1,No,Yes,62,Yes,Yes,DSL,No,No,Two year,No,Electronic check,60.37,3768.91,No
CUST0273,Female,0,No,No,38,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Credit card (automatic),101.58,3886.18,No
CUST0274,Female,0,No,No,15,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,50.38,784.6,Yes
CUST0275,Male,0,No,No,52,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,83.82,4401.64,Yes
CUST0276,Female,0,Yes,No,46,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),100.45,4582.49,No
CUST0277,Male,0,No,Yes,25,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Electronic check,108.17,2677.45,No
CUST0278,Female,0,Yes,Yes,21,No,No phone service,DSL,No,Yes,Two year,Yes,Bank transfer (automatic),68.83,1485.8,No
CUST0279,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,Two year,No,Electronic check,28.06,108.02,No
CUST0280,Female,0,No,Yes,70,Yes,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),46.19,3251.52,No
CUST0281,Female,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.29,4810.68,No
CUST0282,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),31.84,2123.44,No
CUST0283,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,77.71,1377.31,No
CUST0284,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,One year,No,Electronic check,82.1,1726.14,No
CUST0285,Female,0,No,No,23,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,75.27,1766.45,No
CUST0286,Male,1,No,Yes,64,Yes,Yes,Fiber optic,No,No,One year,Yes,Credit card (automatic),85.32,5481.23,No
CUST0287,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),33.91,2284.16,No
CUST0288,Male,0,No,Yes,40,No,No phone service,DSL,Yes,No,Two year,Yes,Electronic check,48.87,1954.4,No
CUST0289,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Two year,Yes,Electronic check,109.78,1077.67,No
CUST0290,Female,1,No,No,52,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,70.48,3626.88,Yes
CUST0291,Male,0,Yes,No,61,Yes,No,Fiber optic,No,No,One year,Yes,Electronic check,91.64,5580.95,No
CUST0292,Male,0,No,No,64,Yes,Yes,DSL,No,Yes,Two year,No,Mailed check,59.98,3791.57,No
CUST0293,Male,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,106.57,503.96,No
CUST0294,Female,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.91,1737.48,Yes
CUST0295,Female,0,Yes,No,55,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.08,1151.26,No
CUST0296,Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),88.87,3242.62,No
CUST0297,Female,1,No,Yes,56,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Mailed check,80.76,4531.47,No
CUST0298,Male,0,Yes,No,59,Yes,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.58,1396.19,No
CUST0299,Male,0,Yes,No,69,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Credit card (automatic),57.39,3917.72,No
CUST0300,Female,1,Yes,Yes,59,Yes,No,DSL,No,Yes,Two year,Yes,Electronic check,49.54,2967.18,No
CUST0301,Male,0,No,No,2,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Bank transfer (automatic),92.02,143.98,Yes
CUST0302,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,27.36,1813.88,No
CUST0303,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,20.08,1154.83,No
CUST0304,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,75.37,3882.1,No
CUST0305,Female,0,Yes,No,30,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,61.71,1803.27,Yes
CUST0306,Male,0,No,No,11,No,No phone service,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),105.78,1189.36,Yes
CUST0307,Female,1,No,No,39,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,54.43,2108.94,Yes
CUST0308,Female,1,Yes,Yes,63,No,No phone service,DSL,No,No,One year,Yes,Electronic check,47.54,3018.84,No
CUST0309,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,Two year,No,Electronic check,94.54,6040.73,No
CUST0310,Female,0,Yes,No,61,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card (automatic),67.44,4070.93,No
CUST0311,Female,1,No,Yes,54,Yes,No,No,No internet service,No internet service,One year,Yes,Mailed check,33.36,1828.19,No
CUST0312,Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,One year,No,Bank transfer (automatic),80.04,4599.45,No
CUST0313,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,106.62,6012.93,No
CUST0314,Male,1,Yes,Yes,34,Yes,No,DSL,Yes,No,Two year,Yes,Mailed check,73.62,2458.18,No
CUST0315,Male,1,Yes,No,31,No,No phone service,DSL,Yes,No,Two year,Yes,Electronic check,74.71,2313.94,Yes
CUST0316,Female,0,No,No,52,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.23,3622.26,Yes
CUST0317,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.69,17.01,No
CUST0318,Male,0,No,Yes,55,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,23.2,1247.72,No
CUST0319,Male,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.77,2418.85,No
CUST0320,Female,0,Yes,No,40,Yes,Yes,DSL,Yes,No,One year,No,Electronic check,54.54,2210.03,No
CUST0321,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,28.68,70.95,Yes
CUST0322,Male,0,Yes,Yes,65,No,No phone service,Fiber optic,No,No,Two year,No,Mailed check,97.07,6297.17,No
CUST0323,Female,0,No,No,63,Yes,No,DSL,Yes,No,One year,Yes,Mailed check,66.72,4203.99,No
CUST0324,Female,0,No,Yes,54,Yes,No,Fiber optic,No,No,One year,Yes,Bank transfer (automatic),70.74,3806.27,No
CUST0325,Female,0,No,No,42,Yes,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),21.96,898.03,No
CUST0326,Female,1,No,No,21,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.84,1491.74,No
CUST0327,Male,0,Yes,No,22,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.91,1081.99,No
CUST0328,Male,0,No,Yes,38,Yes,No,No,No internet service,No internet service,One year,Yes,Electronic check,30.72,1160.17,No
CUST0329,Female,0,No,No,8,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,53.17,415.73,Yes
CUST0330,Female,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Month-to-month,No,Mailed check,47.43,2961.93,No
CUST0331,Male,0,No,No,47,Yes,No,Fiber optic,No,No,Two year,Yes,Electronic check,102.24,4847.06,No
CUST0332,Male,0,No,No,17,No,No phone service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),21.17,376.57,No
CUST0333,Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),74.54,1264.34,Yes
CUST0334,Male,0,No,Yes,13,Yes,No,No,No internet service,No internet service,One year,Yes,Electronic check,22.23,316.91,No
CUST0335,Female,0,No,No,17,Yes,No,Fiber optic,Yes,Yes,Two year,No,Electronic check,88.29,1515.03,No
CUST0336,Female,0,No,No,38,Yes,No,DSL,No,Yes,Month-to-month,No,Electronic check,65.35,2439.36,Yes
CUST0337,Male,1,Yes,No,45,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.99,904.12,No
CUST0338,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,Two year,Yes,Electronic check,109.66,611.75,Yes
CUST0339,Female,0,No,No,35,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Mailed check,47.36,1653.28,No
CUST0340,Female,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Credit card (automatic),77.94,1123.75,No
CUST0341,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.47,3181.98,No
CUST0342,Female,0,Yes,No,15,Yes,No,DSL,No,Yes,Two year,No,Electronic check,52.04,769.02,No
CUST0343,Male,0,Yes,No,54,Yes,No,DSL,Yes,No,Month-to-month,Yes,Mailed check,50.78,2783.07,No
CUST0344,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,100.88,2757.45,No
CUST0345,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.35,333.05,No
CUST0346,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,Two year,No,Credit card (automatic),94.39,2902.77,No
CUST0347,Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.63,718.75,No
CUST0348,Female,1,Yes,Yes,60,No,No phone service,DSL,Yes,No,One year,No,Mailed check,58.94,3488.01,No
CUST0349,Female,0,No,No,6,Yes,No,DSL,No,Yes,Two year,Yes,Bank transfer (automatic),45.41,233.16,Yes
CUST0350,Male,0,No,No,69,No,No phone service,DSL,Yes,No,Month-to-month,Yes,Electronic check,59.45,4081.31,No
CUST0351,Female,0,Yes,No,58,Yes,No,DSL,No,No,Two year,No,Mailed check,46.68,2712.62,No
CUST0352,Male,0,No,Yes,49,Yes,Yes,DSL,No,No,Two year,Yes,Electronic check,74.33,3598.57,No
CUST0353,Male,0,No,Yes,23,Yes,No,No,No internet service,No internet service,Two year,No,Mailed check,30.95,675.47,No
CUST0354,Female,1,No,No,34,No,No phone service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.28,895.63,Yes
CUST0355,Female,0,No,Yes,26,Yes,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,28.67,758.62,No
CUST0356,Male,0,Yes,No,47,Yes,Yes,DSL,No,Yes,Two year,Yes,Electronic check,62.77,2961.77,No
CUST0357,Female,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,23.08,120.48,No
CUST0358,Female,0,Yes,Yes,20,Yes,No,DSL,No,Yes,Month-to-month,No,Electronic check,50.72,989.45,No
CUST0359,Male,0,No,Yes,6,Yes,No,DSL,No,Yes,Two year,Yes,Electronic check,62.05,359.41,No
CUST0360,Male,0,No,Yes,70,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,28.39,1946.97,No
CUST0361,Female,0,No,No,59,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,88.88,5216.57,No
CUST0362,Male,0,No,Yes,64,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,69.09,4461.53,No
CUST0363,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,Two year,Yes,Credit card (automatic),103.43,1909.71,No
CUST0364,Female,0,No,No,4,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,73.13,307.29,Yes
CUST0365,Male,0,No,No,17,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,80.61,1412.05,No
CUST0366,Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,Two year,No,Mailed check,70.68,1003.79,No
CUST0367,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.96,355.8,No
CUST0368,Female,0,Yes,No,7,Yes,Yes,DSL,No,No,One year,Yes,Bank transfer (automatic),65.91,511.05,No
CUST0369,Male,1,Yes,Yes,44,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,105.83,4616.42,Yes
CUST0370,Male,1,No,No,15,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,108.25,1642.01,No
CUST0371,Female,0,No,No,19,Yes,No,Fiber optic,No,No,One year,No,Bank transfer (automatic),105.18,1973.7,Yes
CUST0372,Female,0,Yes,No,63,Yes,Yes,DSL,Yes,No,Two year,No,Bank transfer (automatic),53.43,3355.29,No
CUST0373,Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),87.78,3086.89,No
CUST0374,Female,0,No,No,35,Yes,No,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),31.58,1098.95,No
CUST0375,Male,0,No,No,19,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.62,328.83,No
CUST0376,Female,0,No,No,20,No,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.73,678.04,No
CUST0377,Female,0,No,No,35,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,25.73,884.7,No
CUST0378,Male,0,No,Yes,32,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),107.04,3471.21,No
CUST0379,Female,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.98,1132.9,No
CUST0380,Male,0,No,Yes,44,No,No phone service,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,52.59,2309.81,Yes
CUST0381,Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Credit card (automatic),95.18,2254.3,No
CUST0382,Female,0,No,No,61,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,67.87,4171.17,No
CUST0383,Female,0,No,Yes,17,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,78.43,1299.03,Yes
CUST0384,Male,0,No,Yes,71,Yes,No,DSL,Yes,No,One year,Yes,Credit card (automatic),70.56,4980.81,No
CUST0385,Male,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,32.0,1586.6,No
CUST0386,Female,0,Yes,No,65,Yes,No,DSL,Yes,No,One year,Yes,Mailed check,62.44,4096.63,No
CUST0387,Male,0,Yes,No,32,Yes,No,DSL,Yes,Yes,Month-to-month,No,Electronic check,72.26,2275.5,Yes
CUST0388,Male,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Mailed check,99.22,3534.14,No
CUST0389,Male,0,No,No,13,Yes,Yes,DSL,Yes,No,Two year,Yes,Electronic check,71.84,933.32,No
CUST0390,Male,0,No,No,70,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Mailed check,45.35,3152.14,No
CUST0391,Male,0,Yes,No,58,No,No phone service,DSL,No,No,Month-to-month,Yes,Mailed check,73.98,4297.71,No
CUST0392,Male,1,Yes,No,14,Yes,No,Fiber optic,No,No,One year,No,Credit card (automatic),75.62,1053.84,No
CUST0393,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,One year,No,Credit card (automatic),72.85,2688.95,No
CUST0394,Female,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,32.02,2138.56,No
CUST0395,Male,0,No,Yes,40,Yes,Yes,Fiber optic,No,No,One year,Yes,Bank transfer (automatic),81.61,3228.5,No
CUST0396,Female,0,No,No,59,No,No phone service,Fiber optic,No,No,One year,Yes,Electronic check,103.12,6116.19,No
CUST0397,Female,0,No,No,16,Yes,No,DSL,Yes,Yes,Two year,No,Electronic check,53.75,898.59,No
CUST0398,Female,1,Yes,Yes,62,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Electronic check,48.7,2992.87,Yes
CUST0399,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Credit card (automatic),80.19,282.11,No
CUST0400,Male,0,No,Yes,45,Yes,No,DSL,Yes,No,Two year,No,Credit card (automatic),45.28,1992.94,No
CUST0401,Female,0,No,Yes,28,Yes,No,DSL,Yes,No,Month-to-month,Yes,Electronic check,54.38,1533.47,No
CUST0402,Female,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,Two year,No,Electronic check,18.94,1271.58,No
CUST0403,Male,0,No,Yes,31,Yes,Yes,Fiber optic,Yes,No,Two year,No,Electronic check,93.6,2888.88,No
CUST0404,Male,0,Yes,No,3,No,No phone service,DSL,No,No,One year,Yes,Mailed check,52.63,175.86,Yes
CUST0405,Female,0,No,No,8,No,No phone service,DSL,Yes,No,One year,No,Mailed check,52.77,443.46,No
CUST0406,Female,1,Yes,Yes,24,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,34.34,867.69,Yes
CUST0407,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.26,335.39,No
CUST0408,Female,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,90.88,3877.07,No
CUST0409,Female,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,One year,Yes,Credit card (automatic),83.41,2542.56,No
CUST0410,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,One year,Yes,Bank transfer (automatic),70.05,3189.05,No
CUST0411,Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,One year,No,Mailed check,20.46,1379.62,No
CUST0412,Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.39,234.58,Yes
CUST0413,Female,0,No,No,71,Yes,Yes,DSL,No,No,Month-to-month,No,Credit card (automatic),62.97,4429.24,No
CUST0414,Male,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,21.33,1193.14,No
CUST0415,Male,0,Yes,Yes,30,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,59.71,1771.07,No
CUST0416,Male,0,No,No,18,Yes,Yes,DSL,No,No,Month-to-month,No,Credit card (automatic),47.22,856.03,Yes
CUST0417,Male,0,No,No,69,Yes,Yes,Fiber optic,No,No,Two year,No,Electronic check,95.21,6545.29,Yes
CUST0418,Female,1,No,No,39,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Electronic check,102.15,3941.15,No
CUST0419,Female,0,Yes,No,60,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.99,1462.48,No
CUST0420,Female,0,Yes,No,43,Yes,No,DSL,No,No,Two year,Yes,Credit card (automatic),49.11,2091.64,Yes
CUST0421,Female,1,No,No,45,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer (automatic),102.42,4604.14,No
CUST0422,Female,0,Yes,No,23,Yes,No,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,540.07,No
CUST0423,Female,1,No,No,69,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.11,1624.84,No
CUST0424,Male,0,Yes,Yes,6,Yes,No,DSL,No,Yes,Month-to-month,No,Electronic check,63.74,388.99,Yes
CUST0425,Female,0,No,No,56,Yes,No,Fiber optic,No,No,Two year,Yes,Bank transfer (automatic),86.71,4895.92,No
CUST0426,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),100.41,401.19,No
CUST0427,Male,0,No,No,23,Yes,No,DSL,No,No,One year,No,Electronic check,58.91,1399.07,Yes
CUST0428,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,22.6,174.79,No
CUST0429,Male,0,No,No,32,No,No phone service,No,No internet service,No internet service,Two year,No,Electronic check,32.52,1048.29,No
CUST0430,Female,0,Yes,No,18,No,No phone service,DSL,No,No,Two year,Yes,Bank transfer (automatic),60.36,1129.87,No
